Id,Char Id,Name,Cmd M,Cmd C,Move,Guard,Damage,Hits,Cancel,Startup,Active,Recovery,Total,Hit Adv,Block Adv,Body
2209,6,パリィドライブラッシュ,,（ドライブパリィ中に）66,ds,,0,,※,,,全体 45,45,,,"・暗転10F
・※動作9F目から攻撃行動にキャンセル可
・24F目からパリィ以外の行動でキャンセル可"
2210,6,キャンセルドライブラッシュ,,（必殺技キャンセル可能な攻撃ヒット中に）66 or (N or 6)MPMK,ds,,0,,※,,,全体 46,46,,,"・暗転9F
・※動作10F目から攻撃行動にキャンセル可
・25F目からパリィ以外の行動でキャンセル可"
2211,7,立ち弱P,,5LP,no,上,300,,C,4,4,7,14,5,-2,・連打キャンセル対応
2212,7,[チェーンコンボ]立ち弱P,,5LP,no,上,100,,C,4,4,7,14,5,-2,"・連打キャンセル対応
・空中ヒット時吹き飛びダウン"
2213,7,立ち弱K,,5LK,no,上,300,,C,5,3,9,16,2,-3,
2214,7,[チェーンコンボ]立ち弱K,,5LK,no,上,100,,C,5,3,9,16,2,-3,・空中ヒット時吹き飛びダウン
2215,7,立ち中P,,5MP,no,上,600,,C,6,4,12,21,7,2,
2216,7,[チェーンコンボ]立ち中P,,5MP,no,上,400,,C,6,4,12,21,7,2,・空中ヒット時吹き飛びダウン
2217,7,立ち中K,,5MK,no,上,700,2,C,5,6,17,27,3,-4,
2218,7,[チェーンコンボ]立ち中K,,5MK,no,上,500,2,C,5,6,17,27,3,-4,・空中ヒット時吹き飛びダウン
2219,7,立ち強P,,5HP,no,上,800,,C,10,3,24,36,-1,-5,・強制立ち効果
2220,7,[チェーンコンボ]立ち強P,,5HP,no,上,600,,C,10,3,24,36,D,-5,
2221,7,立ち強K,,5HK,no,上,900,,,17,4,19,39,2,-3,"・パニッシュカウンター、空中カウンター/パニッシュカウンター時吹き飛びダウン
・空中パニッシュカウンター時吹き飛び時間延長"
2222,7,[チェーンコンボ]立ち強K,,5HK,no,上,700,,C,17,4,19,39,D,-3,
2223,7,しゃがみ弱P,,2LP,no,上,300,,C,4,3,8,14,4,-1,・連打キャンセル対応
2224,7,[チェーンコンボ]しゃがみ弱P,,2LP,no,上,100,,C,4,3,8,14,4,-1,"・連打キャンセル対応
・空中ヒット時吹き飛びダウン"
2225,7,しゃがみ弱K,,2LK,no,下,200,,,5,3,8,15,3,-1,・連打キャンセル対応
2226,7,[チェーンコンボ]しゃがみ弱K,,2LK,no,下,100,,C,5,3,8,15,3,-1,"・連打キャンセル対応
・空中ヒット時吹き飛びダウン"
2227,7,しゃがみ中P,,2MP,no,上,600,,C,6,4,14,23,5,-2,
2228,7,[チェーンコンボ]しゃがみ中P,,2MP,no,上,400,,C,6,4,14,23,5,-2,・空中ヒット時吹き飛びダウン
2229,7,しゃがみ中K,,2MK,no,下,500,,C,8,3,19,29,1,-6,
2230,7,[チェーンコンボ]しゃがみ中K,,2MK,no,下,300,,C,8,3,19,29,1,-6,・空中ヒット時吹き飛びダウン
2231,7,しゃがみ強P,,2HP,no,上,900,,C,8,4,23,34,3,-11,・強制立ち効果
2232,7,[チェーンコンボ]しゃがみ強P,,2HP,no,上,700,,C,8,4,23,34,D,-11,・ヒット時ジャンプキャンセル可
2233,7,しゃがみ強K,,2HK,no,下,900,,,10,3,23,35,D,-11,・カウンター/パニッシュカウンター時ダウン時間延長
2234,7,[チェーンコンボ]しゃがみ強K,,2HK,no,下,700,,C,10,3,23,35,D,-11,・カウンター/パニッシュカウンター時ダウン時間延長
2235,7,ジャンプ弱P,,（ジャンプ中に）LP,ju,中,300,,,5,6,着地後3,13,,,
2236,7,[チェーンコンボ]ジャンプ弱P,,（ジャンプ中に）LP,no,中,100,,C,5,6,着地後3,13,,,・空中ヒット時吹き飛びダウン
2237,7,ジャンプ弱K,,（ジャンプ中に）LK,ju,中,300,,,4,6,着地後3,12,,,・めくり性能
2238,7,[チェーンコンボ]ジャンプ弱K,,（ジャンプ中に）LK,no,中,100,,C,4,6,着地後3,12,,,"・めくり性能
・空中ヒット時吹き飛びダウン"
2239,7,ジャンプ中P,,（ジャンプ中に）MP,ju,中,500,,C,7,5,着地後3,14,,,・空中ヒット時吹き飛びダウン
2240,7,[チェーンコンボ]ジャンプ中P,,（ジャンプ中に）MP,no,中,300,,C,7,5,着地後3,14,,,・空中ヒット時吹き飛びダウン
2241,7,ジャンプ中K,,（ジャンプ中に）MK,ju,中,500,,,6,6,着地後3,14,,,・めくり性能
2242,7,[チェーンコンボ]ジャンプ中K,,（ジャンプ中に）MK,no,中,300,,C,6,6,着地後3,14,,,"・めくり性能
・空中ヒット時吹き飛びダウン"
2243,7,ジャンプ強P,,（ジャンプ中に）HP,ju,中,900,,,12,6,着地後3,20,,,"・めくり性能
・叩きつけダウン"
2244,7,[チェーンコンボ]ジャンプ強P,,（ジャンプ中に）HP,no,中,700,,C,12,6,着地後3,20,,,"・めくり性能
・叩きつけダウン"
2245,7,ジャンプ強K,,（ジャンプ中に）HK,ju,中,800,,,10,6,着地後3,18,,,
2246,7,[チェーンコンボ]ジャンプ強K,,（ジャンプ中に）HK,no,中,600,,C,10,6,着地後3,18,,,・空中ヒット時吹き飛びダウン
2247,7,垂直ジャンプ強K,,（垂直ジャンプ中に）HK,no,中,800,,,10,4,着地後3,16,,,
2248,7,[チェーンコンボ]垂直ジャンプ強K,,（垂直ジャンプ中に）HK,no,中,600,,C,10,4,着地後3,16,,,・空中ヒット時吹き飛びダウン
2249,7,狂背掌,,6MP,un,上,600,,C,8,3,17,27,4,-3,
2250,7,[チェーンコンボ]狂背掌,,6MP,un,上,400,,C,8,3,17,27,4,-3,・空中ヒット時吹き飛びダウン
2251,7,殲廻脚,,6MK,un,中,600,,,21,2,※23,45,2,-3,・※空振り時硬直2F増加
2252,7,[チェーンコンボ]殲廻脚,,6MK,un,中,400,,C,21,2,※23,45,D,-3,"・※空振り時硬直2F増加
・叩きつけダウン"
2253,7,連剋脚,,6HP,un,上,1000,2,C,15,11,20,45,2,-4,・空中ヒット時吹き飛びダウン
2254,7,[チェーンコンボ]連剋脚,,6HP,un,上,800,2,C,15,11,20,45,D,-4,
2255,7,鉤鎌斬,,4HK,un,上,800,2,C,10,12,19,40,-2,-6,・2段目空中ヒット時床バウンド
2256,7,[チェーンコンボ]鉤鎌斬,,4HK,un,上,600,2,C,10,12,19,40,D,-6,・2段目空中ヒット時床バウンド
2257,7,死紋蹴(2段目),,MP > 4HP,un,上,500,,,12,3,19,33,D,-3,
2258,7,死紋蹴(3段目),,MP > 4HP > HP,un,上,600,,SA※,17,3,27,46,D,-16,・※ヒット時のみSAでキャンセル可能
2259,7,弱 風破刃,,214LK,sp,上,600,,SA3,10,4,※21,34,D,-4,"・8-13F相殺判定
・10F目で風破ストックが1増加
・※空振り時硬直2F増加"
2260,7,中 風破刃,,214MK,sp,上,600,,SA3,13,4,21,37,D,-6,"・11-16F相殺判定
・13F目で風破ストックが1増加"
2261,7,強 風破刃,,214HK,sp,上,500,,SA3,25,4,20,48,D,-8,"・23-28F相殺判定
・25F目で風破ストックが1増加"
2262,7,OD 風破刃,,214KK,sp,上,600,,SA2,12,6,21,38,D,-12,"・12-17F相殺判定
・14F目で風破ストックが1増加"
2263,7,歳破衝,,236LK,sp,上・弾,400,,SA3,16,,全体 45,45,-2,-8,
2264,7,[強化版]歳破衝,,236LK,sp,上・弾,600,,SA3※,16,,全体 45,45,1,-3,"・※風破ストックがある時に[強化版]暗剣殺 or [強化版]五黄殺 に派生可能
・同じ技は2回使えない"
2265,7,OD 歳破衝,,236LKMK,sp,上・弾,800,,SA2※,11,,全体 38,38,D,-2,"・※風破ストックがある時にOD暗剣殺 or OD五黄殺 に派生可能
・同じ技は2回使えない"
2266,7,暗剣殺,,236MK,sp,上,600,,SA3,24,4,19,46,5,-10,"・8-27F空中判定
・空中ヒット時叩きつけダウン"
2267,7,[強化版]暗剣殺,,236MK,sp,上,600,,SA3※,24,4,19,46,8,-10,"・8-27F空中判定
・※風破ストックがある時に[強化版]歳破衝  or [強化版]五黄殺 に派生可能
・同じ技は2回使えない
・空中ヒット時叩きつけダウン"
2268,7,OD 暗剣殺,,236LKHK,sp,上,800,,SA2※,24,4,19,46,9,-10,"・8-27F空中判定
・※風破ストックがある時にOD歳破衝 or OD五黄殺 に派生可能
・同じ技は2回使えない
・空中ヒット時床バウンド"
2269,7,五黄殺,,236HK,sp,上,1000,,SA3,18,4,27,48,D,-11,
2270,7,[強化版]五黄殺,,236HK,sp,上,1200,2,SA3※,18,19,27,63,D,-10,"・※風破ストックがある時に[強化版]歳破衝 or[強化版] 暗剣殺 に派生可能
・同じ技は2回使えない"
2271,7,OD 五黄殺,,236MKHK,sp,上,1200,3,SA2※,18,52,28,97,D,-16,"・※風破ストックがある時にOD歳破衝 or OD 暗剣殺 に派生可能
・同じ技は2回使えない"
2272,7,弱 天穿輪,,623LP,sp,上,800,2,SA3,11,7,22,39,D,-8,
2273,7,中 天穿輪,,623MP,sp,上,1200,3,,5,20,着地後14,38,D,-37,"・1-8F空中判定の攻撃に対して無敵
・8-48F空中判定"
2274,7,強 天穿輪,,623HP,sp,上,1200,3,,5,20,着地後14,38,D,-37,"・1-8F空中判定の攻撃に対して無敵
・8-48F空中判定"
2275,7,OD 天穿輪,,623PP,sp,上,1600,4,,6,19,着地後19,43,D,-48,"・1-9F完全無敵
・ヒット時のみ最終段に派生"
2276,7,疾空閃,,（前ジャンプ中に）214K,sp,上,400,,,18,1,着地後18,36,,,
2277,7,OD 疾空閃,,（前ジャンプ中に）214KK,sp,上,300,,,16,1,着地後18,34,,,
2278,7,死連閃,,（疾空閃後に）K,sp,上,1200,3,,6,33,着地後12,50,,,
2279,7,OD 死連閃,,（疾空閃後に）K,sp,上,900,3,,6,33,着地後7,45,,,
2280,7,SA1 殺界風破斬,,236236K,sa,上・弾,1800,,,7,,全体 201,201,D,-32,"・1-8F打撃・投げに対して無敵
・最低保障ダメージ30％
・カウンター/パニッシュカウンターで数値が変動しない
・ボタンホールドで風破ストックを1つ消費し300ダメージアップ"
2281,7,SA2 風水エンジン,,214214P,sa,上,0,,,,,全体 7,7,,,"・発動中地上、空中でチェーンコンボが可能
・同じ強度もしくは上の強度のPorKに移行可能、逆走は出来ない
・全ての通常技と、一部の特殊技が必殺技キャンセル可能になる
・暗転中ボタンホールドで突進に派生"
2282,7,SA2 風水エンジン(突進),,（風水エンジン発動暗転中に）Pホールド,sa,上,300,,※,9,11,26,45,-4,-17,"・最低保障ダメージ40％
・カウンター/パニッシュカウンターで数値が変動しない
・ボタンホールドで突進
・空中ヒット時吹き飛びダウン
・通常技、特殊技、必殺技、SA、ドライブインパクトでキャンセル可能"
2283,7,SA3 回旋断界落,,214214K,sa,上,4000,,,10,4,52,65,D,-31,"・1-13F完全無敵
・最低保障ダメージ50％
・カウンター/パニッシュカウンターで数値が変動しない
・※必殺技キャンセル時のみ適用"
2284,7,CA 回旋断界落,,（体力25%以下で）214214K,sa,上,4500,,,10,4,52,65,D,-31,"・1-13F完全無敵
・最低保障ダメージ50％
・カウンター/パニッシュカウンターで数値が変動しない
・※必殺技キャンセル時のみ適用"
2285,7,蜘穿脚,,（近距離で）N or 6LPLK,th,,1200,,,5,3,23,30,D,,"・パニッシュカウンター時以下の性能変化
・ダメージ2040
・SAゲージ4000増加
・ハードノックダウン"
2286,7,苛影脚,,（近距離で）4LPLK,th,,1200,,,5,3,23,30,D,,"・パニッシュカウンター時以下の性能変化
・ダメージ2040
・SAゲージ4000増加
・ハードノックダウン"
2287,7,斬架閃,,（ジャンプ中に）（近距離で）LPLK,th,,1200,,,5,3,着地後3,10,D,,"・パニッシュカウンター時以下の性能変化
・ダメージ2040
・SAゲージ4000増加
・ハードノックダウン"
2288,7,前方ステップ,,66,ds,,0,,,,,全体 22,22,,,
2289,7,後方ステップ,,44,ds,,0,,,,,全体 23,23,,,・1-15F 投げ無敵
2290,7,ドライブインパクト(殺環蹴),,HPHK,ds,上,800,,,26,2,35,62,D,-3,"・1-27F アーマー判定（2回）
・パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化
・地上ヒット膝崩れ
・空中ヒットきりもみダウン
・SAゲージ3000増加"
2291,7,ドライブリバーサル(廻躱襲),,（ガード中 or ドライブパリィ成立中に）6HPHK,ds,上,500,,,20,3,26,48,D,-8,"・リカバリアブルダメージ
・1-22F 完全無敵
・ヒット時硬直5F増加"
2292,7,ドライブパリィ,,MPMK,ds,,0,,※1,1,12,33,45,,,"・※1 動作の4F目からドライブラッシュでキャンセル可
・※2 ボタンホールドでパリィの持続を延長可
・硬直部分はガードのみ可
・動作中常に被パニッシュカウンター判定"
2293,7,ジャストパリィ(打撃),,MPMK,ds,,0,,,1,,1,,,,"・パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する
・硬直終了から5Fの間完全無敵
・（パリィを継続した場合は無敵にならない）
・ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター"
2294,7,ジャストパリィ(飛び道具),,MPMK,ds,,0,,,1,,10,,,,"・パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する
・暗転演出が入らない
・ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター"
2295,7,パリィドライブラッシュ,,（ドライブパリィ中に）66,ds,,0,,※,,,全体 45,45,,,"・暗転10F
・※動作9F目から攻撃行動にキャンセル可
・24F目からパリィ以外の行動でキャンセル可"
2296,7,キャンセルドライブラッシュ,,（必殺技キャンセル可能な攻撃ヒット中に）66 or (N or 6)MPMK,ds,,0,,※,,,全体 46,46,,,"・暗転9F
・※動作10F目から攻撃行動にキャンセル可
・25F目からパリィ以外の行動でキャンセル可"
2297,8,立ち弱P,,5LP,no,上,300,,C,4,3,7,13,4,-1,・連打キャンセル対応
2298,8,立ち弱K,,5LK,no,上,300,,C,5,2,12,18,0,-2,
2299,8,立ち中P,,5MP,no,上,600,,C,5,4,14,22,4,-2,
2300,8,立ち中K,,5MK,no,上,600,,,8,3,20,30,3,-5,
2301,8,立ち強P,,5HP,no,上,800,,C,10,5,17,31,3,-2,
2302,8,立ち強K,,5HK,no,上,800,,,12,2,※23,36,1,-5,"・※空振り/アーマーヒット時硬直2F増加
・パニッシュカウンター時きりもみダウン"
2303,8,しゃがみ弱P,,2LP,no,上,300,,C,4,2,9,14,5,-1,・連打キャンセル対応
2304,8,しゃがみ弱K,,2LK,no,下,200,,,5,3,10,17,1,-3,・連打キャンセル対応
2305,8,しゃがみ中P,,2MP,no,上,700,,C,6,3,14,22,3,0,
2306,8,しゃがみ中K,,2MK,no,下,500,,C,7,3,19,28,-2,-6,
2307,8,しゃがみ強P,,2HP,no,上,800,,C,8,4,24,35,3,-10,"・強制立ち効果
・キャンセルは持続の2F目まで"
2308,8,しゃがみ強K,,2HK,no,下,900,,,8,3,※24,34,D,-10,"・ハードノックダウン
・カウンター/パニッシュカウンター時ダウン時間延長
・※ガード時硬直1F増加"
2309,8,ジャンプ弱P,,（ジャンプ中に）LP,ju,中,300,,,5,7,着地後3,14,,,
2310,8,ジャンプ弱K,,（ジャンプ中に）LK,ju,中,300,,,6,6,着地後3,14,,,・めくり性能
2311,8,ジャンプ中P,,（ジャンプ中に）MP,ju,中,700,,C,6,4,着地後3,12,,,・空中ヒット時吹き飛びダウン
2312,8,ジャンプ中K,,（ジャンプ中に）MK,ju,中,500,,,7,6,着地後3,15,,,・めくり性能
2313,8,ジャンプ強P,,（ジャンプ中に）HP,ju,中,800,,,9,6,着地後3,17,,,・カウンター/パニッシュカウンター時叩きつけダウン
2314,8,ジャンプ強K,,（ジャンプ中に）HK,ju,中,800,,,10,7,着地後3,19,,,
2315,8,垂直ジャンプ強K,,（垂直ジャンプ中に）HK,no,中,900,,,6,6,着地後3,14,,,
2316,8,奮迅脚,,KK,un,,0,,,,,全体 45,45,,,・12Fから各派生技に移行可
2317,8,急停止,,（奮迅脚中に）LK,un,,0,,,,,全体 16,16,,,
2318,8,紫電カカト落とし,,（奮迅脚中に）MK,un,中,1000,,SA3,18,3,20,40,3,-3,・SA3キャンセル対応
2319,8,踏み込み前蹴り,,（奮迅脚中に）HK,un,上,800,,SA,10,4,20,33,3,-4,・SAキャンセル対応
2320,8,顎撥二連,,MP > HP,un,上,400,,C,11,3,27,40,D,-14,
2321,8,閃光連脚 (2段目),,MK > MK,un,上,400,,,11,2,27,39,D,-12,
2322,8,閃光連脚 (3段目),,MK > MK > HK,un,上,700,,,13,3,28,43,D,-11,・動作中常に被パニッシュカウンター判定
2323,8,弱 波動拳,,236LP,sp,上・弾,600,,SA3,16,,全体 49,49,-1,-7,
2324,8,中 波動拳,,236MP,sp,上・弾,600,,SA3,14,,全体 49,49,-3,-9,
2325,8,強 波動拳,,236HP,sp,上・弾,600,,SA3,12,,全体 49,49,-5,-11,
2326,8,OD 波動拳,,236PP,sp,上・弾,800,,SA2,12,,全体 40,40,2,-2,
2327,8,弱 昇龍拳,,623LP,sp,上,※1100,,SA3,5,10,21+着地後12,47,D,-23,"・1-14F空中判定の攻撃に対して無敵
・7-35F空中判定
・※持続の3F目以降は個別ダメージ（800）"
2328,8,中 昇龍拳,,623MP,sp,上,1300,2,SA3,6,10,28+着地後12,55,D,-28,"・1-8F空中判定の攻撃に対して無敵
・8-43F空中判定"
2329,8,強 昇龍拳,,623HP,sp,上,1400,3,SA3,7,10,35+着地後15,66,D,-36,"・1-9F空中判定の攻撃に対して無敵
・5-11F飛び道具無敵
・9-51F空中判定"
2330,8,OD 昇龍拳,,623PP,sp,上,1600,6,,6,34,35+着地後15,89,D,-40,"・1-10F 完全無敵
・9-24F,33-74F空中判定"
2331,8,【奮迅脚】 昇龍拳,,（奮迅脚中に）623P,sp,上,1700,5,SA3,8,10,33+着地後15,65,D,-35,"・1-18F空中判定の攻撃に対して無敵
・3-11F飛び道具無敵
・11-51F空中判定"
2332,8,弱 竜巻旋風脚,,214LK,sp,上,700,2,,4,11,32,46,D,-14,・5-28F空中判定
2333,8,中 竜巻旋風脚,,214MK,sp,上,900,2,,14,17,31,61,D,-12,・8-41F空中判定
2334,8,強 竜巻旋風脚,,214HK,sp,上,1000,3,,16,32,31,78,D,-12,・10-61F空中判定
2335,8,OD 竜巻旋風脚,,214KK,sp,上,1700,5,,9,48,22+着地後12,90,D,-61,・10-77F空中判定
2336,8,【奮迅脚】 竜巻旋風脚,,（奮迅脚中に）214K,sp,上,1200,10,,13,46,20,78,3,-9,"・2,4,6,8,10段目は正面の相手に当たらない
・10-61F空中判定"
2337,8,空中竜巻旋風脚,,（前ジャンプ中に）214K,sp,上,900,3,,11,17,着地後14,41,D,,
2338,8,OD 空中竜巻旋風脚,,（前ジャンプ中に）214KK,sp,上,900,5,,11,18,着地後14,42,D,,"・10-77F空中判定
・2,４段目は正面の相手に当たらない
・(2,4段目の攻撃はダメージ700、SAゲージ増加量600)
・空振り時硬直7F増加"
2339,8,弱 龍尾脚,,623LK,sp,上,1000,,,18,6,21,44,2,-4,"・18-20F地上の相手に当たらない
・21-23Fダメージ950
・9-28F空中判定"
2340,8,中 龍尾脚,,623MK,sp,上,1100,,,23,5,25,52,3,-8,"・23-24F地上の相手に当たらない
・14-32F空中判定"
2341,8,強 龍尾脚,,623HK,sp,上,1200,,,28,5,21,53,3,1,"・28-29F地上の相手に当たらない
・19-37F空中判定"
2342,8,OD 龍尾脚,,623KK,sp,上,1200,2,,9,16,24,48,1,-9,"・9-12F,18F地上の相手に当たらない
・10-27F空中判定
・2段目のみヒット時、追加のコンボ補正はかからない"
2343,8,【奮迅脚】 龍尾脚,,（奮迅脚中に）623K,sp,上,1200,2,,9,15,24,47,2,-8,"・9-12F,18-19F地上の相手に当たらない
・10-28F空中判定
・2段目のみヒット時、追加のコンボ補正はかからない"
2344,8,弱 迅雷脚,,236LK,sp,上,500,,SA3,12,3,28,42,1,-11,"・32-35F風鎌蹴り、轟雷落としに派生可
・30-35F閃火脚に派生可"
2345,8,中 迅雷脚,,236MK,sp,上,600,,SA3,16,3,24,42,2,-7,"・32-35F風鎌蹴り、轟雷落としに派生可
・30-35F閃火脚に派生可"
2346,8,強 迅雷脚,,236HK,sp,上,700,,SA3,25,3,19,46,D,-2,"・36-41F風鎌蹴り、轟雷落としに派生可
・34-41F閃火脚に派生可"
2347,8,OD 迅雷脚,,236KK,sp,上,600,,SA2,13,3,25,40,-4,-7,"・21-27FOD風鎌蹴り、OD轟雷落としに派生可
・19-27FOD閃火脚に派生可"
2348,8,風鎌蹴り,,（迅雷脚中に）6LK,sp,下,500,,SA3,6,4,19,28,3,-5,・動作中常に被パニッシュカウンター判定
2349,8,OD 風鎌蹴り,,（OD迅雷脚中に）6LK,sp,下,500,,SA2,6,3,20,28,3,-5,"・11F火砕蹴に派生可
・動作中常に被パニッシュカウンター判定"
2350,8,火砕蹴,,（OD風鎌蹴り後に）6K,sp,上,500,,SA2,15,3,29,46,D,-12,・動作中常に被パニッシュカウンター判定
2351,8,轟雷落とし,,（迅雷脚中に）6MK,sp,中,1000,,SA3,18,3,20,40,3,-3,"・動作中常に被パニッシュカウンター判定
・空中ヒット時床バウンド"
2352,8,OD 轟雷落とし,,（OD迅雷脚中に）6MK,sp,中,1000,,SA2,17,3,24,43,-3,-7,"・24F火砕蹴に派生可
・動作中常に被パニッシュカウンター判定"
2353,8,火砕蹴,,（OD轟雷落とし後に）6K,sp,上,500,,SA2,11,3,29,42,D,-12,・動作中常に被パニッシュカウンター判定
2354,8,閃火脚,,（迅雷脚中に）6HK,sp,上,800,,SA3,10,3,25,37,D,-3,"・動作中常に被パニッシュカウンター判定
・しゃがみ状態の相手に当たらない"
2355,8,OD 閃火脚,,（OD迅雷脚中に）6HK,sp,上,800,,SA2,10,4,20,33,D,-4,"・22F火砕蹴に派生可
・動作中常に被パニッシュカウンター判定"
2356,8,火砕蹴,,（OD閃火脚後に）6K,sp,上,500,,SA2,15,3,37,54,D,-20,・動作中常に被パニッシュカウンター判定
2357,8,SA1 龍尾烈脚,,214214K,sa,上,2000,,,7,3,41,50,D,-24,"・1-9F打撃・投げに対して無敵
・最低保障ダメージ30％
・カウンター/パニッシュカウンターで数値が変動しない"
2358,8,SA2 疾風迅雷脚,,236236K,sa,上,2800,5,,6,55,32,92,D,-19,"・ヒット時6段目以降に派生
・最低保障ダメージ40％
・カウンター/パニッシュカウンターで数値が変動しない"
2359,8,SA3 神龍烈破,,236236P,sa,上,4000,9,,7,39,45,90,D,-30,"・1-18F完全無敵
・最低保障ダメージ50％
・カウンター/パニッシュカウンターで数値が変動しない
・初段ガードor空振り時、以下の性能変化
・ダメージ2100
・ヒット時のDゲージ減少量9000
・非ロック演出
・※必殺技キャンセル時のみ適用"
2360,8,CA 神龍烈破,,（体力25%以下で）236236P,sa,上,4500,9,,7,39,45,90,D,-30,"・1-18F完全無敵
・最低保障ダメージ50％
・カウンター/パニッシュカウンターで数値が変動しない
・初段ガードor空振り時、以下の性能変化
・ダメージ2300
・ヒット時のDゲージ減少量16000
・非ロック演出
・※必殺技キャンセル時のみ適用"
2361,8,掴み膝蹴り,,（近距離で）N or 6LPLK,th,投,1200,,,5,3,23,30,D,,"・パニッシュカウンター時以下の性能変化
・ダメージ2040
・SAゲージ4000増加
・ハードノックダウン"
2362,8,地獄車,,（近距離で）4LPLK,th,投,1200,,,5,3,23,30,D,,"・パニッシュカウンター時以下の性能変化
・ダメージ2040
・SAゲージ4000増加
・ハードノックダウン"
2363,8,前方ステップ,,66,ds,,0,,,,,全体 19,19,,,
2364,8,後方ステップ,,44,ds,,0,,,,,全体 23,23,,,・1-15F投げ無敵
2365,8,ドライブインパクト (焔撃ち),,HPHK,ds,上,800,,,26,2,35,62,D,-3,"・1-27F アーマー判定（2回）
・パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化
・地上ヒット膝崩れ
・空中ヒットきりもみダウン
・SAゲージ3000増加"
2366,8,ドライブリバーサル (雷突蹴),,（ガード中 or ドライブパリィ成立中に）6HPHK,ds,上,500,,,20,3,26,48,D,-8,"・リカバリアブルダメージ
・1-22F 完全無敵
・ヒット時硬直5F増加"
2367,8,ドライブパリィ,,MPMK,ds,,0,,※1,1,12,33,45,,,"・※1 動作の4F目からドライブラッシュでキャンセル可
・※2 ボタンホールドでパリィの持続を延長可
・硬直部分はガードのみ可
・動作中常に被パニッシュカウンター判定"
2368,8,ジャストパリィ(打撃),,MPMK,ds,,0,,,1,,1,,,,"・パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する
・硬直終了から5Fの間完全無敵
・（パリィを継続した場合は無敵にならない）
・ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター"
2369,8,ジャストパリィ(飛び道具),,MPMK,ds,,0,,,1,,10,,,,"・パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する
・暗転演出が入らない
・ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター"
2370,8,パリィドライブラッシュ,,（ドライブパリィ中に）66,ds,,0,,※,,,全体 48,48,,,"・暗転10F
・※動作9F目から攻撃行動にキャンセル可
・24F目からパリィ以外の行動でキャンセル可"
2371,8,キャンセルドライブラッシュ,,（必殺技キャンセル可能な攻撃ヒット中に）66 or (N or 6)MPMK,ds,,0,,※,,,全体 48,48,,,"・暗転9F
・※動作10F目から攻撃行動にキャンセル可
・25F目からパリィ以外の行動でキャンセル可"
2372,9,立ち弱P,,5LP,no,上,300,,C,5,3,10,17,3,-3,
2373,9,立ち弱K,,5LK,no,上,300,,C,4,4,7,14,5,-2,・連打キャンセル対応
2374,9,立ち中P,,5MP,no,上,700,,SA,10,3,15,27,3,-4,
2375,9,立ち中K,,5MK,no,上,600,,C,8,3,17,27,4,-2,・※空振り時硬直3F増加
2376,9,立ち強P,,5HP,no,上,800,,C,10,7,22,38,3,-3,・強制立ち効果
2377,9,立ち強K,,5HK,no,上,800,,,7,9,18,33,6,-4,"・空中カウンター、空中パニッシュカウンター時吹き飛びダウン
・強制立ち効果"
2378,9,しゃがみ弱P,,2LP,no,上,300,,C,6,3,8,16,5,-2,・連打キャンセル対応
2379,9,しゃがみ弱K,,2LK,no,下,200,,,5,2,10,16,3,-3,・連打キャンセル対応
2380,9,しゃがみ中P,,2MP,no,上,600,,C,9,5,16,29,-1,-5,
2381,9,しゃがみ中K,,2MK,no,下,500,,C,8,3,※16,26,5,-5,・※ガード、空振り時硬直2F増加
2382,9,しゃがみ強P,,2HP,no,上,800,,,15,5,20,39,0,-5,"・パニッシュカウンター時吹き飛びダウン
・強制立ち効果"
2383,9,しゃがみ強K,,2HK,no,下,900,,,11,4,23,37,D,-12,・カウンター/パニッシュカウンター時ダウン時間延長
2384,9,ジャンプ弱P,,（ジャンプ中に）LP,ju,中,300,,,4,5,着地後3,11,,,
2385,9,ジャンプ弱K,,（ジャンプ中に）LK,ju,中,300,,,5,6,着地後3,13,,,
2386,9,ジャンプ中P,,（ジャンプ中に）MP,ju,中,700,,C,7,7,着地後3,16,,,・空中ヒット時吹き飛びダウン
2387,9,ジャンプ中K,,（ジャンプ中に）MK,ju,中,500,,,7,6,着地後3,15,,,・めくり性能
2388,9,ジャンプ強P,,（ジャンプ中に）HP,ju,中,800,,,9,9,着地後3,20,,,・空中ヒット時叩き付けダウン
2389,9,ジャンプ強K,,（ジャンプ中に）HK,ju,中,800,,,11,6,着地後3,19,,,
2390,9,垂直ジャンプ強P,,（垂直ジャンプ中に）HP,no,中,800,,,7,3,着地後3,12,,,・空中ヒット時吹き飛びダウン
2391,9,ロッククラッシュ,,6MP,un,※中上,600,,,20,3,20,42,3,-3,・※初段が空振り時のみ2段目が中段判定
2392,9,ダブルニーボンバー,,6MK,un,上,600,2,,9,12,18,38,6,-2,
